url	http_status	bytes	sha256	fetched_at_utc	attempts	discovered
https://docs.globaldatafeeds.in/annualreportitem-5999210d0	200	183959	6107487eb2631a62577a701dc0a0c186accc2b8b0e887d6b3cddd574a25e5e64	2026-07-14T08:04:36Z	1	1
https://docs.globaldatafeeds.in/annualreports-5999211d0	200	184892	ee282498e8805e9abf5392bffdeaf6103742409b9638505d0876f0acbd9aced8	2026-07-14T08:04:39Z	1	1
https://docs.globaldatafeeds.in/authentication-request-response-923682m0	200	184695	c2e0d1d48201881f92f8d241066d7bbe135d2a3c23820d577a7fc81c85e06da6	2026-07-14T08:04:41Z	1	1
https://docs.globaldatafeeds.in/bulkdealitem-5999212d0	200	184790	69f8b2c488c3dd9f3fc92b20ee68d64d0b6980bed9a7055efbf09fe051f8fa93	2026-07-14T08:04:43Z	1	1
https://docs.globaldatafeeds.in/bulkdeals-5999213d0	200	186407	9e6fae2fca01f892b232a6c74462467821714952e152c90ca65856284a3fbe24	2026-07-14T08:04:45Z	1	1
https://docs.globaldatafeeds.in/bulkdealsrange-5999214d0	200	181829	d0e9a5db5e93ab9478e808f430294ac9cb5c88e621e4d6192ac649e95ce41b21	2026-07-14T08:04:47Z	1	1
https://docs.globaldatafeeds.in/cgfactsresponse-5999215d0	200	185178	d956e42f0b53f3165f243b4b297f5bf53272c2174f643ade1cbc139ef38e4add	2026-07-14T08:04:50Z	1	1
https://docs.globaldatafeeds.in/code-samples-api-trial-923683m0	200	194851	411a56a361a158c2085b2066b3f26d5672e4c16066e17de1cd9429e1020fa625	2026-07-14T08:04:53Z	1	1
https://docs.globaldatafeeds.in/companydata-5999216d0	200	187361	986ef32630a132a0fb8e489c54e033bd64d122d0fdf9b95fea5146db49a22a1e	2026-07-14T08:04:55Z	1	1
https://docs.globaldatafeeds.in/companydataitem-5999217d0	200	186296	9f944c03c08e787a83ee01d37098aaa5f959eb2369696986b6447dfab18a58a2	2026-07-14T08:04:58Z	1	1
https://docs.globaldatafeeds.in/contactdetails-5999218d0	200	187385	b7beaa2e30ba0cefdc91a8ac61dfc59e4d63d083c0630a61f8bb518e2fc427cc	2026-07-14T08:05:00Z	1	1
https://docs.globaldatafeeds.in/contactdetailsitem-5999219d0	200	186320	caa340aa92dc4c981c1f77b6cce2047b7a95a237ffd8ca9818d7e94062fb185b	2026-07-14T08:05:02Z	1	1
https://docs.globaldatafeeds.in/corporateactions-5999220d0	200	191257	d4ca749e4c69e0880e61ea4c00197603ec8a001c10a5bbd2bf14baccffe286d2	2026-07-14T08:05:05Z	1	1
https://docs.globaldatafeeds.in/corporateactionsitem-5999221d0	200	190016	b6c07484273cc39d087678cd97f35694736277bdaea2bccd9594dc8c9fe3bcd9	2026-07-14T08:05:07Z	1	1
https://docs.globaldatafeeds.in/corporateannouncement-5999222d0	200	188829	0821075bd9c75295c72bb97039cf85a4d9a4ac8dc561882d95b6fa077b803981	2026-07-14T08:05:10Z	1	1
https://docs.globaldatafeeds.in/corporateannouncementitem-5999223d0	200	187700	d3cdede82e3c04efbdba4efb895240ae19b85e6f20eb5fdbc464caabd6fc3cbf	2026-07-14T08:05:12Z	1	1
https://docs.globaldatafeeds.in/datesymbolqueryitem-5999224d0	200	182503	6a3ca36cdb921273a8cd19aac23c8e77e978407702b9ffbbdf1d312dfe83c7e9	2026-07-14T08:05:14Z	1	1
https://docs.globaldatafeeds.in/datesymbolqueryresponse-5999225d0	200	183457	a6ab33bba00c0f7fef06abe773b054010dba550893bafe228025d0e86ec51783	2026-07-14T08:05:17Z	1	1
https://docs.globaldatafeeds.in/datetimeformat-5999226d0	200	181762	22a39cfb0e4e7fa5d6291b9ed7a494a9313c2fc72fa7e616cd0dc90c9693dec0	2026-07-14T08:05:19Z	1	1
https://docs.globaldatafeeds.in/deliveryvolumes-5999227d0	200	185871	363d7cec30a86ef8a4931fdca090043730616244e5e827d15ce7ec7197531bc3	2026-07-14T08:05:22Z	1	1
https://docs.globaldatafeeds.in/deliveryvolumesitem-5999228d0	200	184864	c699185f09af95d2c64ea911a7d3086e2726e5d87749a4a38c55253f5c0c727c	2026-07-14T08:05:24Z	1	1
https://docs.globaldatafeeds.in/deliveryvolumesrange-5999229d0	200	181829	2ea92713cbb3cfab886f7339eccb8e58ca493d8062ea07b5f221d5b16641b97b	2026-07-14T08:05:27Z	1	1
https://docs.globaldatafeeds.in/diagnostic-api-responses-925705m0	200	196643	c0798ca05a7fed22c35d63e5ec24104b823f912fd3a86e8cd056bc67f4b4cfef	2026-07-14T08:05:29Z	1	1
https://docs.globaldatafeeds.in/faqs-2131262m0	200	211590	d91e880046b71fc5422eb251c75540a92749b88d5491ce40557a32f65df8d507	2026-07-14T08:05:33Z	1	1
https://docs.globaldatafeeds.in/finresultperiod-5999230d0	200	181818	1b6b6ae19a202515fd6c3322b1b3d6125968f98468d9fdf0ecfcfa9ea58162e4	2026-07-14T08:05:35Z	1	1
https://docs.globaldatafeeds.in/finresultsfact-5999231d0	200	183497	e69e4afe4b71aa11840df0cf3276fef8ac52a57d9f6600ff3461a783096f019b	2026-07-14T08:05:37Z	1	1
https://docs.globaldatafeeds.in/finresultsqueryitem-5999232d0	200	183901	89cfd01d0ae504972d72878526da264b3cd163e07c428673b23b3ce01ed82f86	2026-07-14T08:05:40Z	1	1
https://docs.globaldatafeeds.in/finresultsqueryresponse-5999233d0	200	184861	b0b4d10a64d9ea7fe130479ad98cabde8d189787157afdbb9a44d53d18111acd	2026-07-14T08:05:42Z	1	1
https://docs.globaldatafeeds.in/finresultsresponse-5999234d0	200	184472	0473b3a78147222ae3269f9231dfe16353df8fbdc584419fa92ec60f4cc4ace7	2026-07-14T08:05:44Z	1	1
https://docs.globaldatafeeds.in/finresultstype-5999235d0	200	181847	93e93b8c41b52535fc23f54476ed274ef4bef4669d252e680b390bbacce4adfd	2026-07-14T08:05:47Z	1	1
https://docs.globaldatafeeds.in/fundamental-data-api-introduction-923681m0	200	192970	6d1883b05f5119af1214cc6845150e07ab764ae04feb514a080c453e7f917434	2026-07-14T08:05:49Z	1	1
https://docs.globaldatafeeds.in/gainerslosersrequest-5999236d0	200	181851	ddc0a45dc3a5092745177660ddb60e202cea419f6af5f1a7af825473c57e7129	2026-07-14T08:05:51Z	1	1
https://docs.globaldatafeeds.in/genericxbrlfact-5999237d0	200	184203	461efae46432c6789fa618d86ff930262d53efa0974bf60f9bb99d0db8a45cf7	2026-07-14T08:05:54Z	1	1
https://docs.globaldatafeeds.in/getannualreports-31420321e0	200	279785	18f589fd47bd82f4de6e1bb74f5fd53f22a6e7fc75e8d1327e6bda1b138a831d	2026-07-14T08:05:57Z	1	1
https://docs.globaldatafeeds.in/getbannedsecurities-16945669e0	200	263588	351437d051c005a1c2d9ca43ed7306a5f039dc33e36f0512fa0a75b1b575c0e4	2026-07-14T08:06:00Z	1	1
